Code,Event Name,Title,Composer,Arranger,Genre,Publisher [Collection],Grade,Specification,Total,Flute,Oboe,Clarinet,Bassoon,Saxophone,Trumpet,Horn,Trombone,Euphonium,Tuba,Percussion
100-3-25218,Band,Danses de Fantaisie,de Haan,,,De Haske Publications,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15475,Band,Declaration and Song,Jordan,,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15368,Band,Declaration Overture,Smith,,,Wingert/Jones,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15548,Band,Dedicatory Overture,Williams,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15407,Band,Deir in De,Anon. or Trad.,Barker,,C.L. Barnhouse Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-25134,Band,Der Traum des Oenghus Teil mvt 1,Rudin,,,edition flor (Shattinger Music),3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15493,Band,Divertimento for Band,Persichetti,,,Theodore Presser Company,3,(play two mvts),7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-3-25217,Band,Divertimento for Symphonic Winds and Percussion,Husa,Boyd,,Ludwig Music Publishing Company,3,(play any  two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-25229,Band,Dona Nobis Pacem,Sudduth,,,Southern Music Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15426,Band,Down a Country Lane,Copland,Patterson,,"Boosey & Hawkes, Inc.",3,,6.00,7.00,6.00,7.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15449,Band,Down Longford Way,Grainger,Osmon,,RBC Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-32058,Band,Downtown Divertimento,de Meij,,,Amstel Music,3,(play 2 mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-31030,Band,Earth Song,Ticheli,,,Manhattan Beach Music,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15395,Band,"English Dances, Set I",Arnold,Johnstone,,Lengnick,3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15396,Band,"English Dances, Set II",Arnold,Herbert,,Lengnick,3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15543,Band,English Folk Song Suite,Vaughan Williams,,,"Boosey & Hawkes, Inc.",3,(play one mvt),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30101,Band,English Suite for Band,Golemo,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25209,Band,"Enigma Variations, Opus 36",Elgar,Patterson,,Merlin Patterson,3,"(play Theme, Variation 1, & at least one from Variations 4, 5, 9, 11, & 14)",7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-3-28165,Band,"Enigma Variations, Opus 36",Elgar,Slocum,,TRN Music Publisher,3,(play Theme & two contrasting variations),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-25221,Band,Enigmatic Variations,Osmon,,,RBC Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-31031,Band,Exuberance,Karrick,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-31032,Band,Fairest Lord Jesus,Allen,,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30023,Band,Fantasia on a Theme by Thomas Tallis,Vaughan Williams,Bocook,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28190,Band,Fantasy on a Fiddle Tune,La Plante,,,Ludwig Music Publishing Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-29151,Band,Fantasy on a Theme by Samual Barber,Barber,Saucedo,,"G. Schirmer, Inc.",3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00
100-3-15459,Band,Fantasy on American Sailing Songs,Grundman,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25222,Band,Fantasy on an African-American Spiritual,Preuninger,,,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30102,Band,Fantasy on an Early American Marching Tune,Sheldon,,Various,"Alfred Music Company, Inc.",3,,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00
100-3-30103,Band,Fantasy on English Folksongs,Milford,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15466,Band,First Suite in Eb,Holst,Matthews,,"Boosey & Hawkes, Inc.",3,(play mvt 1),7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-3-29979,Band,First Suite in Eb for Military Band,Holst,Fennell,,Ludwig Music Publishing Company,3,(play mvt 1),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15529,Band,Fortress,Ticheli,,,Manhattan Beach Music,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30104,Band,Foundry,Mackey,,,Osti Music,3,,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,7.00
100-3-15393,Band,Four Quiet Pieces,Aitken,,,"Elkan-Vogel Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15397,Band,Four Scottish Dances,Arnold,Paynter,,"Carl Fischer, Inc.",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-32059,Band,Four Short Festive Dances,Eveland,,,TRN Music Publisher,3,(play all),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30105,Band,From This Valley (Fantasy on Red River Valley),Rudgers,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-31033,Band,Fughetta,"Bach, W.F.",Balent,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25226,Band,Ghost Fleet,Sheldon,,,"Alfred Music Company, Inc.",3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-25227,Band,Gigue Francaise,Strommen,,,"Belwin, Inc",3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15413,Band,Ginger Marmalade,Benson,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28630,Band,Glengarry Way,Strommen,,,"Belwin, Inc",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28175,Band,Greek Folk Song Suite,Cesarini,,,"Hal Leonard Music, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15500,Band,Greensleeves,Anon. or Trad.,Reed,,C.L. Barnhouse Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25219,Band,Harvesting The Fields of Russia,Lucas,,,"Belwin, Inc",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15462,Band,Havendance,Holsinger,,,TRN Music Publisher,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15492,Band,Hebrew Folk Song Suite No. 2,Osmon,,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28266,Band,He's Gone Away,Allen,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30106,Band,Highland Celebration,Silva,,Folk,"Carl Fischer, Inc.",3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-29152,Band,Hill Country Flourishes,Barton,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15416,Band,I Am,Boysen,,Vocal,Neil A. Kjos Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15450,Band,I'm Seventeen Come Sunday,Grainger,Daehn,,Daehn Publications,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-31034,Band,In Footsteps of Legends,Barber,,,LudwigMasters Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28273,Band,In Heaven's Air,Hazo,,,FJH Music Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-33120,Band,In Paths of Truth and Grace,Traditional,Standridge,,Wingert/Jones,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30107,Band,In the Church,Pierne,Musgrave,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15507,Band,In The Shining Of The Stars,Sheldon,,,C.L. Barnhouse Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-31789,Band,Innisfree,Strommen,,,"Carl Fischer, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15533,Band,Introit,Tull,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30030,Band,J. S. Jig,Karrick,,,"Alfred Music Company, Inc.",3,,6.00,6.00,6.00,7.00,6.00,6.00,6.00,7.00,6.00,6.00,6.00,6.00
100-3-28258,Band,Jessie's Well,Hultgren,,,Brogla,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15402,Band,"Jesu, Joy of Man's Desiring",Bach,Leidzen/Reed,,"Multiple Publishers;Carl Fischer, Inc.;C.L. Barnhouse Company",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28648,Band,Joy Revisited,Ticheli,,,Manhattan Beach Music,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-34110,Band,Kaalin's Flight,Meeboer,,,Eighth Note Publications,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-30108,Band,Kindred Spirits,Balmages,,,FJH Music Company,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-33283,Band,Korean Folksong from Jeju Island,Ticheli,,,Manhattan Beach Music,3,(play one mvt),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30109,Band,La Bonne Aventure (The Good Adventure),La Plante,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30081,Band,La Madre de los Gatos,Beck,,Latin,"Alfred Music Company, Inc.",3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-33117,Band,Lake Dances,Milford,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25216,Band,Latin Folk Song Trilogy,Himes,,,Curnow Music,3,,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00
100-3-32060,Band,Lightning Field,Mackey,,,Osti Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15452,Band,Lincolnshire Posy,Grainger,Fennell,,"Multiple Publishers;Ludwig Music Publishing Company;G. Schirmer, Inc.",3,(play two mvts),7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-3-31922,Band,Little Suite for Band,Standridge,,,FJH Music Company,3,(play all),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15460,Band,Llwyn Onn,Hogg,,,Brogla,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28646,Band,Loch Lomond,Ticheli,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-33119,Band,Lullaby to the Moon,Balmages,,,FJH Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15515,Band,Lyric Music,Starer,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30110,Band,Maiden Voyage,Mier,,,Grand Mesa Music Publishers,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15484,Band,Meditation (from Thais),Massanet,Harding,,Neil A. Kjos Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28665,Band,Military Symphony in F,Gossec,Goldman/Leist,,Mercury Music Corporation,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30111,Band,Mountain Dance,Kiefer,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30112,Band,Music for the King's Delight,La Plante,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28269,Band,Near Woodstock Town,Grainger,Cramer,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15537,Band,Nemu-Susato,Van der Roost,,,Curnow Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15440,Band,Nimrod (from Enigma Variations),Elgar,Reed,,"Multiple Publishers;Belwin, Inc;Alfred Music Company, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30877,Band,O Most Holy Mystery,Victoria,Curnow,,Curnow Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30113,Band,O Nata Lux,Forbes,Hazzard,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-32061,Band,Of Emerald Shires,Myers,,,Grand Mesa Music Publishers,3,(play all),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15471,Band,Old Home Days,Ives,Elkus,,Peer/Southern Organization,3,(play three mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15547,Band,Old Scottish Melody,Wiley,,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15463,Band,On a Hymnsong of Philip Bliss,Holsinger,,,TRN Music Publisher,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15464,Band,On a Hymnsong of Robert Lowry,Holsinger,,,TRN Music Publisher,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15424,Band,Overture for Winds,Carter,,,"Bourne, Co.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28185,Band,Pacem - A Hymn for Peace,Spittal,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-32062,Band,Perthshire Majesty,Hazo,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15442,Band,Pie Jesu,Faure,Friedman,,Shawnee Press,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15526,Band,Pineapple Poll,Sullivan,Mackerras/Duthoit,,"Hal Leonard Music, Inc.",3,(play any mvt),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15504,Band,Polly Oliver,Root,,,Neil A. Kjos Music Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15404,Band,Prelude and Fugue in Bb Major,Bach,Moehlmann,,"Belwin, Inc",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15405,Band,Prelude and Fugue in g minor,Bach,Moehlmann,,"Belwin, Inc",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15545,Band,Prelude to Act I (from La Traviata),Verdi,Falcone,,Neil A. Kjos Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15477,Band,Prelude to Third Act of Kunihild,Kistler,Barr,,Ludwig Music Publishing Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15398,Band,"Prelude, Siciliano and Rondo",Arnold,Paynter,,"Carl Fischer, Inc.",3,(play Siciliano & Rondo),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-33265,Band,Prelude: 49th Parallel,Vaughan Williams,Winkler,,David Winkler Publications,3,(concert band arrangement only),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15431,Band,Procession of The Sardar,Ippolikov-Ivanov,Custer,,"Belwin, Inc",3,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-3-15479,Band,Prospect,La Plante,,,"Bourne, Co.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15538,Band,Puszta,Van der Roost,,,De Haske Publications,3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-28634,Band,Radiant Moonbeams,Gillingham,,,C. Alan Publications,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-31035,Band,Redemption,Galante,,Lyrical,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,6.00,5.00,5.00,5.00,5.00
100-3-30115,Band,Reflections,Jenkins,,,Wingert/Jones,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-33269,Band,Renaissance Reimagined,Balmages,,,FJH Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-34124,Band,Resignation,Kiefer,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15441,Band,Rhapsody on The Minstrel Boy,Farnon,,,G&M Brand,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15539,Band,Rikudim,Van der Roost,,,De Haske Publications,3,(play mvts 1 & 4 plus mvt 2 or 3),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-32063,Band,Rippling Watercolors,Balmages,,,FJH Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15496,Band,Rondeau (from Abdelazer),Purcell,Farnon,,G&M Brand,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15445,Band,Royal Coronation Dances,Gervaise,Margolis,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-33116,Band,Russian Folk Song Suite,Lyadov,Calhoun,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30762,Band,Salut d'Amour,Elgar,Hautvast,,Tierolff Muziekcentrale,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15551,Band,Sang,Wilson,,,Ludwig Music Publishing Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15437,Band,Satiric Dances,Dello Joio,,,"Hal Leonard Music, Inc.",3,(play mvt 3),5.00,7.00,6.00,7.00,6.00,6.00,6.00,5.00,4.00,4.00,4.00,5.00
100-3-15486,Band,Second Suite for Band,McBeth,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-29637,Band,Second Suite for Band in F Major,Holst,Fennell,,Ludwig Music Publishing Company,3,"(play mvt 1, 2, or 4)",6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15468,Band,Second Suite in F for Military Band,Holst,Matthews,,"Boosey & Hawkes, Inc.",3,"(play mvt 1, 2 or 4)",6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-32064,Band,Sentimentale,Yagisawa,,,Bravo Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15415,Band,Serenade,Bourgeois,,,G&M Brand,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15524,Band,Serenade and Dances,Sudduth,,,RBC Publications,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-33289,Band,Sheep Shearing Song,Goossens,Grainger/Rogers,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15530,Band,Shenandoah,Ticheli,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30766,Band,Shine,Markowski,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25230,Band,"Simple Gifts, Four Shaker Songs",Ticheli,,,Manhattan Beach Music,3,(play at least three mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15417,Band,Simple Song,Boysen,,,Neil A. Kjos Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30763,Band,Sinfonia (from Canate BWV 156),"Bach, J.S.",Daniels,,Tierolff Muziekcentrale,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28162,Band,Sinfonia VI:  The Four Elements,Broege,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28010,Band,Singapura Suite,Van der Roost,,,De Haske Publications,3,(play all),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-32065,Band,Sketches of Canada,Story,,,"Alfred Music Company, Inc.",3,(play all),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30768,Band,Sketches on an Olde English Song,Johnson,,,Curnow Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30116,Band,Slavonic Dance No. 8,Dvorak,Balent,,"Carl Fischer, Inc.",3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15498,Band,Slavonic Folk Suite,Reed,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30769,Band,Song for Hope,Sweeney,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30041,Band,Song for Lyndsay,Boysen,,,Masters Music Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15549,Band,Songs of Heritage,Williams,,,"Rubank, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30036,Band,Songs of Old Kentucky,Karrick,,,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15319,Band,Spiritual (from Symphony No. 5 1/2),Gillis,Bainum,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30771,Band,Steel,Standridge,,,Grand Mesa Music Publishers,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15488,Band,Suite Francaise,Milhaud,,,"Hal Leonard Music, Inc.",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15412,Band,Suite of Old American Dances,Bennett,,,"Hal Leonard Music, Inc.",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
